# Review of the mined skill names (issue #40): one verdict per name of taxonomy-mined-2026-09-24.tsv,
# in that file's order. Sonnet subagents first screened all names (a drop noted "screened out"),
# then reviewed the survivors with the rules of taxonomy-review-2026-09-24.tsv. The reviewers were
# cut off by the usage limit before finishing: 334 survivors, noted "not reviewed", have no verdict
# and are left for issue #41. Key conflicts between reviewers were settled by hand, noted "merge:".
# Merged with taxonomy-review-2026-09-24.tsv into src/main/resources/taxonomy/skills.tsv by
# scripts/taxonomy_select.py with a threshold of 3.
name	verdict	canonical	category	aliases	note
Go Experi	drop				screened out
Go Experienced	drop				screened out
Go Key	drop				screened out
Go PREFERRED QUALIFICATIONS	drop				screened out
goede	drop				screened out
GoLang GraphQL	drop				screened out
GoLang Proficient	drop				screened out
Golang You	drop				screened out
Good Linux	drop				screened out
Google Cloud Certifications	drop				screened out
Google Cloud IAM	keep	Google Cloud IAM	security		
Google Cloud Run	keep	Google Cloud Run	cloud		
Google Cloud You	drop				screened out
Google Workspace experience	drop				screened out
GORM	keep	GORM	framework		
Governance Act	drop				screened out
GPUs Networking	drop				screened out
Grafana A	drop				screened out
Grafana CI	drop				screened out
GraphDB	keep	Ontotext GraphDB	database	GraphDB	
Graphics Programmer	drop				screened out
GraphQL Cloud	drop				screened out
GraphQL data	drop				screened out
GraphQL Proficiency	drop				screened out
Group Reporting	drop				screened out
Guidewire	keep	Guidewire	tool		
HA architectures	drop				screened out
Hairpin	drop				screened out
Halcon	keep	HALCON	ml		
Hat certification	drop				screened out
Have AWS Certifications	drop				screened out
Have AWS Solutions	drop				screened out
Have Google Workspace	drop				screened out
Helm Familiarity	drop				screened out
Helm Network	drop				screened out
Helm Understanding	drop				screened out
Hevo	keep	Hevo	data		
Hibernate Experience	drop				screened out
Hive Experience	drop				screened out
HS Diploma	drop				screened out
HSRP	keep	HSRP	networking		
HTB	keep	Hack The Box	security	HTB	
Huawei	drop				generic vendor name spanning many product lines; no single unambiguous product
Hyperautomation	drop				screened out
I Preferred	drop				screened out
i.MX	keep	NXP i.MX	tool	i.MX	
Identity Microsoft	drop				screened out
IDM	drop				screened out
II Experience	drop				screened out
Incarner	drop				screened out
inf	drop				screened out
Influx	keep	InfluxDB	database	Influx	
infrastructure Cisco	drop				screened out
Integrate LLM APIs	drop				screened out
Integrate SAP	drop				screened out
Integration Consultant	drop				screened out
Intelligence Lab	drop				screened out
Intelligent Assistant	drop				screened out
iOS Proficiency	drop				screened out
IPCs	drop				generic CS concept (inter-process communication), not a named technology
IPv6 Experience	drop				screened out
ITIL Foundations	drop				screened out
ITRS	keep	ITRS Geneos	devops	ITRS	
IXIA	keep	Keysight Ixia	testing	IXIA	
JAMF 100	drop				screened out
Japanese Preferred	drop				screened out
Japanese Preferred Qualifications	drop				screened out
Java 5+	drop				screened out
Java Ability	drop				screened out
Java Develop	drop				screened out
Java expert	drop				screened out
Java Frontend	drop				screened out
Java Integrate	drop				screened out
Java Our	drop				screened out
Java Script	keep	JavaScript	language	Java Script	
JavaScript Ability	drop				screened out
Javascript Comfortable	drop				screened out
JavaScript Database	drop				screened out
JavaScript Required	drop				screened out
JavaScript REST	drop				screened out
JAX Hands	drop				screened out
Jenkins Proficiency	drop				screened out
Jetson Experience	drop				screened out
Jira Excellent	drop				screened out
Jira Product	drop				screened out
Jira Product Discovery	keep	Jira Product Discovery	tool		
Jira Service Desk	keep	Jira Service Management	tool	Jira Service Desk	
Jira The	drop				screened out
Jotai	keep	Jotai	framework		
JSI	drop				screened out
JUnit CI	drop				screened out
Junit Experience	drop				screened out
JWKS	keep	JWKS	security		
JWT API	drop				screened out
K9s	keep	K9s	devops		
Kafka Expertise	drop				screened out
Keras Experience	drop				screened out
Key Responsibilities DevOps	drop				screened out
Kinesis Streams	keep	Amazon Kinesis	data	Kinesis Streams	
Korn Shell	keep	KornShell	language	Korn Shell	
Kotlin Hands	drop				screened out
Kotlin Kotlin	drop				screened out
Kotlin Multi Platform	keep	Kotlin Multiplatform	framework	Kotlin Multi Platform	
KSP	keep	KSP	tool		
Kubernetes DevSecOps	drop				screened out
Kubernetes Gateway	keep	Kubernetes Gateway API	devops	Kubernetes Gateway	
Kubernetes Git CI	drop				screened out
Kubernetes GitLab CI	drop				screened out
Kubernetes Hadoop	drop				screened out
Kubernetes Manage	drop				screened out
Kubernetes MySQL	drop				screened out
Kubernetes Proficient	drop				screened out
Kubernetes RBAC	drop				Kubernetes built-in access-control feature (RBAC), not a separate technology
Kubernetes Relevant	drop				screened out
Kubernetes Scripting	drop				screened out
Kubernetes Tools	drop				screened out
Kustomize Strong	drop				screened out
Lake Delta	drop				fragment/reordering of Delta Lake
Lake Formation Familiarity	drop				screened out
Lake Storage Gen2	drop				fragment of Azure Data Lake Storage Gen2
lakehouse modernization	drop				screened out
LAMP	keep	LAMP stack	devops	LAMP	
Lance	drop				ambiguous with the common first name 'Lance'; weak match signal
Lead Fullstack	drop				screened out
leverage Google	drop				screened out
LFS	keep	Git LFS	tool	LFS	
Life Annuity	drop				screened out
Lightdash	keep	Lightdash	data		
Lightning Experience	keep	Salesforce Lightning Experience	tool	Lightning Experience	
Linux Administrator	drop				screened out
Linux CI	drop				screened out
Linux OS Experience	drop				screened out
Linux Proficient	drop				screened out
Linux Systems Engineer	drop				screened out
Linux Windows Server	drop				screened out
Linux Working	drop				screened out
Litmus	drop				ordinary phrase 'litmus test'; ambiguous with LitmusChaos
LitmusChaos	keep	LitmusChaos	devops		
LMCache	keep	LMCache	ml		
LSTMs	drop				generic ML model architecture (LSTM), not a named tool/library
LWCs	keep	Lightning Web Components	framework	LWCs	
macOS Knowledge	drop				screened out
Make.com	keep	Make.com	tool		
Manage Google Workspace	drop				screened out
Management UI	drop				screened out
Manager Application	drop				screened out
Manager Automation	drop				screened out
Manager Github	drop				screened out
Manager Github Actions	drop				screened out
Managment	drop				screened out
MapLibre	keep	MapLibre	framework		
MariaDB NoSQL	drop				screened out
Mathematics Business Analytics	drop				screened out
MATLAB Familiarity	drop				screened out
Matplotlib Experience	drop				screened out
MDE	keep	Microsoft Defender	security	MDE	
Mendix Experience	drop				screened out
Meraki wireless	drop				screened out
MEV	drop				blockchain economic concept (maximal extractable value), not a named technology
Microsoft Azure Azure	drop				screened out
Microsoft Azure Security	drop				screened out
Microsoft Azure Strong	drop				screened out
Microsoft Certified Systems	drop				screened out
Microsoft Copilot Studio	keep	Microsoft Copilot Studio	ml		merge: Microsoft Copilot Studio is ml, like the rest of its kind
Microsoft Fabric experience	drop				screened out
Microsoft Intune Microsoft	drop				fragment of Microsoft Intune
Mirth	keep	Mirth Connect	tool	Mirth	
ML Specialization	drop				screened out
MLOps Deployment	drop				screened out
Mobile Engineering Manager	drop				screened out
Model View ViewModel	drop				generic architecture pattern (MVVM), not a named technology
ModelBuilder	keep	ArcGIS ModelBuilder	tool	ModelBuilder	
MongoDB Observability	drop				screened out
MongoDB preferred	drop				screened out
MongoDB Strong	drop				screened out
MS Windows	keep	Microsoft Windows	os	MS Windows	
MSBuild	keep	MSBuild	tool		
Multisite	drop				screened out
NACLs Security	drop				screened out
Native A	drop				screened out
Native Background	drop				screened out
native Japanese	drop				screened out
Native SDK	drop				screened out
Native Testing Library	keep	React Native Testing Library	testing	Native Testing Library	
Native What	drop				screened out
NestJS PostgreSQL	drop				screened out
Networks Certified	drop				screened out
Neuron	drop				ordinary ML term (artificial neuron); not specific to the AWS Neuron SDK
Next.js +	drop				screened out
Next.js Demonstrated	drop				screened out
NiFi Experience	drop				screened out
Nitro Enclaves	keep	AWS Nitro Enclaves	security	Nitro Enclaves	
Node.js Comfort	drop				screened out
Node.js Deep	drop				screened out
Node.js Fastify	drop				screened out
Numpy Familiarity	drop				screened out
NVIDIA Certified	drop				screened out
NVIDIA Certified Professional	drop				screened out
Observability Azure	drop				screened out
Observability Azure Monitor	drop				fragment of Azure Monitor
Office 365 Experience	drop				screened out
OneStream	keep	OneStream	tool		
OneWorld	keep	JD Edwards OneWorld	tool	OneWorld	
Open3D	keep	Open3D	ml		
OpenAI AI	drop				screened out
OpenBao	keep	OpenBao	security		
OpenCascade	keep	Open CASCADE	tool	OpenCascade	
OpenJDK	keep	OpenJDK	tool		
OpenSearch AWS	drop				screened out
OpenSearch Dashboards	keep	OpenSearch Dashboards	data		
OpenShift Docker	drop				screened out
OpenTelemetry Knowledge	drop				screened out
OpenTelemetry Observability	drop				screened out
OpenTelemetry Security	drop				screened out
OpenXR	keep	OpenXR	framework		
operations Solid	drop				screened out
Optuna	keep	Optuna	ml		
or Bangalore	drop				screened out
Oracle 19c	keep	Oracle Database	database	Oracle 19c	
Oracle Analytics Cloud	keep	Oracle Analytics Cloud	data	Oracle Analytics	
Oracle Database Administrator	drop				screened out
OS You	drop				screened out
OSCAL	keep	OSCAL	security		
OSes	drop				screened out
OVERVIEW Are	drop				screened out
OWASP MASVS	keep	OWASP MASVS	security		
P6	keep	Primavera P6	tool	P6	
painless	drop				ordinary word 'painless'; ambiguous with the Elasticsearch Painless scripting language
Palantir Foundry Experience	drop				screened out
Palo Alto Cortex	keep	Palo Alto Networks Cortex	security	Palo Alto Cortex	
Palo Alto NGFW	keep	Palo Alto Networks NGFW	security	Palo Alto NGFW	
Panda	drop				screened out
PBR	drop				generic rendering technique (physically based rendering), not a specific technology
PCE	drop				screened out
Perl Experience	drop				screened out
petite	drop				screened out
PFC	drop				ambiguous abbreviation (Priority Flow Control / Power Factor Correction); weak signal
pgBackRest	keep	pgBackRest	devops		
PgM	drop				screened out
PHPStan	keep	PHPStan	testing		
Pixi	keep	Pixi.js	framework	Pixi	
Platform Administrator	drop				screened out
Platform MCP	drop				screened out
Point Certified	drop				screened out
Point Certified Security	drop				screened out
Policy Microsoft Defender	drop				fragment of Microsoft Defender
portal development	drop				screened out
PostgreSQL AWS Services	drop				screened out
PostgreSQL Non	drop				screened out
PostgreSQL Solid	drop				screened out
PostgreSQL Terraform	drop				screened out
Power BI Microsoft	drop				fragment of Power BI
Power BI Report	drop				screened out
Precision Time Protocol	keep	Precision Time Protocol	networking	PTP	
Preferred Computer Skills	drop				screened out
Preferred Qualifications Azure	drop				screened out
Preferred Qualifications Internship	drop				screened out
Preferred Qualifications Proficient	drop				screened out
Preferred Qualifications Working	drop				screened out
Process Analyst	drop				screened out
Processing Apache Spark	drop				screened out
Produktentwicklung	drop				screened out
Professional Certified Kubernetes	drop				screened out
Protractor	keep	Protractor	testing		
Proven AWS	drop				screened out
Pure Storage Flasharray	keep	Pure Storage FlashArray	tool		
PV	drop				screened out
PXI	keep	PXI	tool		
PySpark Familiarity	drop				screened out
Python #LI	drop				screened out
Python 2.7	keep	Python	language	Python 2.7	
Python 3+	drop				screened out
Python EDUCATION	drop				screened out
Python Mastery	drop				screened out
Python Prior	drop				screened out
PyTorch Ability	drop				screened out
PyTorch FSDP	keep	PyTorch FSDP	ml		
Qase	keep	Qase	testing		
Qualcomm Snapdragon	keep	Qualcomm Snapdragon	tool		
Qualification 6+	drop				screened out
Qualifications Active US	drop				screened out
Qualifications Azure	drop				screened out
Qualifications Familiar	drop				screened out
Qualifications Microsoft Certified	drop				screened out
qualifications Python	drop				screened out
Qualifications Software development	drop				screened out
Quebec Experience	drop				screened out
QuestDB	keep	QuestDB	database		
RAII	drop				generic C++ programming idiom (RAII), not a named technology
Rails Familiarity	drop				screened out
Rails PostgreSQL	drop				screened out
RBAC Proficiency	drop				screened out
RDB	drop				ambiguous abbreviation (relational database / Redis RDB persistence format)
RDKit	keep	RDKit	tool		
RDMA Experience	drop				screened out
RDS Postgres	keep	Amazon RDS for PostgreSQL	database	RDS Postgres	
React 18	keep	React	framework	React 18	
React 18+	keep	React	framework	React 18+	
React Advanced	drop				screened out
React Data	drop				screened out
React engineer	drop				screened out
React Lead	drop				screened out
React Native Testing	drop				screened out
React Strong Proficiency	drop				screened out
React.js Strong	drop				screened out
recette	drop				screened out
Recoil	keep	Recoil	framework		
Red Hat certification	drop				screened out
Redis Celery	drop				screened out
Redis Pub	drop				screened out
Redshift DevOps	drop				screened out
Report Server	drop				screened out
REQUIRED C++	drop				screened out
ResNet	drop				generic ML model architecture (ResNet), not a named tool/library
Resolve Tier 1	drop				screened out
Responsibilities Advance	drop				screened out
Responsibilities Client Engagement	drop				screened out
Responsibilities Embedded	drop				screened out
Responsibilities Frontend Development	drop				screened out
Responsibilities Salesforce Development	drop				screened out
Responsibilities Stay	drop				screened out
REST Ability	drop				screened out
REST APIs Proficiency	drop				screened out
REST APIs Understanding	drop				screened out
RESTCONF	keep	RESTCONF	networking		
RESTful APIs Proficiency	drop				screened out
RESTful APIs You	drop				screened out
RESTful JSON	drop				screened out
Retrievers	drop				screened out
Revenue Cloud Consultant	drop				screened out
RingLead	keep	RingLead	data		
Rootly	keep	Rootly	devops		
RPC APIs	drop				screened out
RSA Archer	keep	RSA Archer	security		
RTEMS	keep	RTEMS	os		
RTI	drop				ambiguous/generic abbreviation, weak signal
RTOSes	drop				screened out
Ruby familiarity	drop				screened out
Rudderstack	keep	RudderStack	data	Rudderstack	
Rust Excellent	drop				screened out
Rust Working	drop				screened out
SAA	drop				screened out
SaaS collaboration	drop				screened out
SaaS GTM	drop				screened out
Salesforce AI	drop				screened out
Salesforce Certified Application	drop				screened out
Salesforce Certified CPQ	drop				screened out
Salesforce CI	drop				screened out
Salesforce CLI	keep	Salesforce CLI	tool		
Salesforce Familiarity	drop				screened out
Salesforce Governor	drop				screened out
Salesforce Governor Limits	drop				Salesforce platform concept (execution limits), not a separate technology
Salesforce MuleSoft	drop				screened out
Salesforce Shield	keep	Salesforce Shield	security		
sanitizer	drop				screened out
SAP AI	drop				screened out
SAP Joule	keep	SAP Joule	ml		
SAP PM	keep	SAP PM	tool		
Sauber	drop				screened out
SC2S	keep	SC2S	cloud		
SCD	drop				generic concept (slowly changing dimension), not a technology
SCD2	drop				generic concept (slowly changing dimension type 2)
Schl	drop				screened out
SCOM	keep	SCOM	devops		
SDF	drop				ambiguous acronym, no single clear technology
SDKs Familiarity	drop				screened out
Security+ Microsoft	drop				screened out
Selenium Experience	drop				screened out
Selenium Grid	drop				redundant with existing Selenium key, not a distinct product
Senior PMs	drop				screened out
Senior System Engineer	drop				screened out
Sentinel Cloud	drop				screened out
Sentinel Microsoft	keep	Microsoft Sentinel	security	Sentinel Microsoft	reordered mining artifact of existing Microsoft Sentinel
Sentinel Microsoft Defender	drop				screened out
Sequelize	keep	Sequelize	framework		
Server Always	drop				screened out
Server Always On	drop				fragment of SQL Server Always On Availability Groups
Server Reporting	drop				screened out
Server Reporting Services	drop				fragment of SQL Server Reporting Services (existing)
Server Team	drop				screened out
serving familiarity	drop				screened out
Skalierung	drop				screened out
Skills Advanced SQL	drop				screened out
Skills Microsoft	drop				screened out
Slack Enterprise Grid	drop				product tier, not an individual engineering skill
SLURM Familiarity	drop				screened out
Snowflake Architect	drop				screened out
Snowflake Infrastructure	drop				screened out
Snowflake Power	drop				screened out
Snowflake Power BI	drop				screened out
Snowplow	keep	Snowplow	data		
SOA Suite	keep	Oracle SOA Suite	devops		
SolarWinds DPA	keep	SolarWinds DPA	devops		
SOR	drop				screened out
Spanish Nice	drop				screened out
Spark Ability	drop				screened out
SPARQL Familiarity	drop				screened out
SPDX	drop				specification/standard (SBOM format), not a technology
SpecFlow	keep	SpecFlow	testing		
specialist data	drop				screened out
SPIR	drop				fragment of SPIR-V
Spirent	keep	Spirent	testing		
SPO	keep	Microsoft SharePoint	tool		bare SPO too ambiguous to key; merged as SharePoint Online
Sprache	drop				screened out
Spring Boot 3+	keep	Spring Boot	framework	Spring Boot 3+	
Spring Boot Cloud	drop				screened out
Spring Boot SQL	drop				screened out
SQL Able	drop				screened out
SQL Apache	drop				screened out
SQL Apache Spark	drop				screened out
SQL database administration	drop				screened out
SQL Database Administrator	drop				screened out
SQL DBs	drop				screened out
SQL engine	drop				screened out
SQL Experi	drop				screened out
SQL Familiar	drop				screened out
SQL Preferred Qualifications	drop				screened out
SQL Server Always	drop				screened out
SQL Server Reporting	drop				screened out
SQL Software	drop				screened out
SSO Experience	drop				screened out
Stack C++	drop				screened out
Stakeholder Management Act	drop				screened out
Stardog	keep	Stardog	database		
Stash	drop				ordinary word / obsolete Atlassian product, too ambiguous
Stateflow	keep	Stateflow	tool		
Storage Azure Key	drop				screened out
Storage Flasharray	keep	Pure Storage FlashArray	tool	Storage Flasharray	
Streaming Familiarity	drop				screened out
Strimzi Kafka	keep	Strimzi	devops	Strimzi Kafka	
Strong Kotlin	drop				screened out
strong Rust	drop				screened out
Studio Build	drop				screened out
Sub AWS	drop				screened out
Sub Familiarity	drop				screened out
successor	drop				screened out
Suite Microsoft	drop				screened out
SuiteAnalytics	keep	SuiteAnalytics	data		
SuiteFoundation	drop				NetSuite certification exam, not a technology
Super Apps	drop				screened out
Support IAM	drop				screened out
Svelte Angular	drop				screened out
SWR	keep	SWR	framework		
Systemarchitekturen	drop				screened out
Systems 7+	drop				screened out
Systems Engineer II	drop				screened out
Systems Technician	drop				screened out
Tableau Cloud	keep	Tableau	data	Tableau Cloud	
Tailwind Experience	drop				screened out
TAXII	keep	TAXII	security		
TCG	drop				standards body / ambiguous acronym, not a technology
TCR	drop				screened out
Tech Lead FullStack	drop				screened out
Tech Stack .NET	drop				screened out
Tech Stack C++	drop				screened out
Technologies DevOps	drop				screened out
Technology Architect	drop				screened out
Telerik	keep	Telerik	framework		
TensorFlow Lite	keep	TensorFlow Lite	ml		
TensorFlow Serving	keep	TensorFlow Serving	ml		
Terraform Develop	drop				screened out
Terraform Java Python	drop				screened out
Terraform PostgreSQL	drop				screened out
Terraform We	drop				screened out
Terratest	keep	Terratest	testing		
Tesseract	keep	Tesseract	tool		
the principal security	drop				screened out
Time Protocol	drop				screened out
Timestream	keep	Amazon Timestream	database	Timestream	
Tinkerbell	keep	Tinkerbell	devops		
Tizen	keep	Tizen	os		
Tools Linux	drop				screened out
Tools Playwright	drop				screened out
Tools QA	drop				screened out
Top 10 LLM	drop				screened out
TSEs	drop				screened out
Tune SIEM	drop				screened out
TypeScript AI	drop				screened out
TypeScript Comfort	drop				screened out
TypeScript Create	drop				screened out
Typescript Node.js AWS	drop				screened out
TypeScript Proficient	drop				screened out
UI Actions	drop				screened out
UI Mobile	drop				screened out
UI Proficiency	drop				screened out
UIKit Experience	drop				screened out
UiPath Document	drop				screened out
UiPath Document Understanding	drop				screened out
Umgebung	drop				screened out
Unity Catalog Azure	drop				screened out
Use Cases Solid	drop				screened out
Used Python	drop				screened out
USS	drop				ambiguous abbreviation, unsafe bare form
Utilize Azure	drop				screened out
Uvicorn	keep	Uvicorn	devops		
V5	drop				screened out
Veeva Vault	keep	Veeva Vault	tool		
Velociraptor	keep	Velociraptor	security		
veloppeur.euse	drop				screened out
veloppeur.se	drop				screened out
Versioned API	drop				screened out
Vertex AI Model	drop				screened out
View ViewModel	drop				screened out
vMotion	keep	vMotion	devops		
VMware VCP	drop				screened out
Vue3	keep	Vue.js	framework	Vue3	
Vuetify	keep	Vuetify	framework		
VXLAN Strong	drop				screened out
WAF security	drop				screened out
WAN TCP	drop				screened out
Web Accessibility WCAG	drop				screened out
WebSockets Experience	drop				screened out
WFS	keep	WFS	tool		
WGs	drop				screened out
Windows Event Logs	drop				generic OS logging facility, not a discrete skill
Windows Manage	drop				screened out
Wirtschaftlichkeit	drop				screened out
WiX	keep	WiX Toolset	tool		homonym risk with Wix.com website builder, same case-insensitive key
Wiz Code	keep	Wiz Code	security		
WM	drop				screened out
Wolverine	keep	Wolverine	framework		
work with Salesforce	drop				screened out
Workday Orchestrate	keep	Workday Orchestrate	tool		
Workiva	keep	Workiva	tool		
WPA	keep	WPA	security		
WPF Experience	drop				screened out
WWDC	drop				screened out
XLOOKUP	keep	XLOOKUP	data		
You 2	drop				screened out
YOU ARE Solid	drop				screened out
You Proficient	drop				screened out
You Staff	drop				screened out
Zuora Billing	keep	Zuora Billing	tool		
#Python	drop				same as existing Python; hashtag noise form
+ Android	drop				screened out
.NET Aspire	keep	.NET Aspire	framework		
.Net Conhecimento	drop				screened out
.NET Core Experience	drop				screened out
.NET Developer	drop				screened out
.NET expertise	drop				screened out
.NET MVC	keep	ASP.NET MVC	framework	.NET MVC	
.NET TypeScript	drop				screened out
2 +	drop				screened out
200 This	drop				screened out
2019+	drop				screened out
2027 Spring	drop				screened out
26262 ASIL	drop				screened out
3 Senior	drop				screened out
365 Admin Center	drop				fragment of Microsoft 365 Admin Center
365 Exchange Online	drop				fragment; real name is Exchange Online
365 SharePoint Online	drop				fragment; real name is SharePoint Online (existing Microsoft SharePoint)
3D Maths	drop				screened out
3PAOs	drop				screened out
4Hana Public Cloud	drop				fragment of SAP S/4HANA Public Cloud, missing S/ prefix
62061	drop				screened out
8.0	drop				screened out
8.x	drop				screened out
800 137	drop				screened out
AAD	keep	Microsoft Entra ID	security	AAD	merge: Azure Active Directory was renamed Microsoft Entra ID
ABAP OO	keep	ABAP	language	ABAP OO	
Access Management Architect	drop				screened out
ACMP	drop				screened out
ActiveMQ Experience	drop				screened out
Addigy	keep	Addigy	devops		
Administer SQL	drop				screened out
Administer SQL Server	drop				screened out
Administrator AWS Certified	drop				screened out
Administrator AZ	drop				screened out
Administrator VMware	drop				screened out
Ads APIs	drop				screened out
advanced Jira	drop				screened out
Advanced Server	drop				screened out
AEM Developer	drop				screened out
Agno	keep	Agno	ml		
AGX	drop				fragment of NVIDIA Jetson AGX
AI Applications Engineer	drop				screened out
AI Control Tower	drop				generic/marketing term, not one named technology
AI Data Systems	drop				screened out
AI Education	drop				screened out
AI Expertise Hands	drop				screened out
AI Mobile	drop				screened out
AI Overviews	drop				Google Search feature, not an engineering skill
AI Protocols	drop				screened out
AI Security Depth	drop				screened out
Aikido	keep	Aikido	security		
Airflow Excellent	drop				screened out
Alto Cortex XDR	drop				fragment; real name is Palo Alto Cortex XDR / Cortex XDR
Amazon Bedrock Agents	keep	Amazon Bedrock Agents	ml		
Amazon CloudFront	keep	Amazon CloudFront	cloud		
Amazon MWAA	keep	Amazon MWAA	data		
Analyst Strong	drop				screened out
Android Architect	drop				screened out
Andy	drop				screened out
Anfang	drop				screened out
Angular Back	drop				screened out
Angular UI	drop				screened out
Ansible Observability	drop				screened out
Ansible Redis	drop				screened out
Ansible Redis Kafka	drop				screened out
Ansible Tower	keep	Ansible Tower	devops		
Apache Parquet	keep	Apache Parquet	data		
Apache Spark Strong	drop				screened out
API Development Design	drop				screened out
APIs Comfortable	drop				screened out
APIs Query	drop				screened out
APO	keep	SAP APO	tool		bare APO too ambiguous; canonical uses SAP prefix
Apollo Server	keep	Apollo Server	framework		
App Gateway	drop				fragment/generic; real name is Azure Application Gateway
AppKit	keep	AppKit	framework		
Apple MDM	keep	Apple MDM	devops		
Application Support Engineer	drop				screened out
Apps Azure API	drop				screened out
AppSync	keep	AWS AppSync	cloud	AppSync	
Arbitrum	keep	Arbitrum	tool		
Architect Associate Certification	drop				screened out
Architect AZ	drop				screened out
Architect Salesforce	drop				screened out
Architecture Typescript	drop				screened out
Argo Workflows Experience	drop				screened out
Argo Workflows Familiarity	drop				screened out
Artefact Casablanca	drop				screened out
Aruba Experience	drop				screened out
As ICT	drop				screened out
ASRS	drop				generic industrial automation system, not a specific technology
Associate AI	drop				screened out
Associate GIAC	drop				screened out
Associate Platform	drop				screened out
ATOs	drop				screened out
Attraktive Verg	drop				screened out
Auswirkungen	drop				screened out
Automation Engineer II	drop				screened out
AVA	drop				screened out
AWS + Azure	drop				screened out
AWS Able	drop				screened out
AWS Associate	drop				screened out
AWS Bedrock AI	drop				screened out
AWS Certifications Experience	drop				screened out
AWS Cloud Strong	drop				screened out
AWS CloudHSM	keep	AWS CloudHSM	security		
AWS DocumentDB	keep	Amazon DocumentDB	database	AWS DocumentDB	
AWS IoT Core	keep	AWS IoT Core	cloud		
AWS Key	drop				screened out
AWS MongoDB	drop				screened out
AWS Services Build	drop				screened out
AWS Transit Gateway	keep	AWS Transit Gateway	networking		merge: AWS Transit Gateway is networking, like the rest of its kind
AWS WorkSpaces	keep	Amazon WorkSpaces	cloud	AWS WorkSpaces	
AWS X	drop				screened out
Azure #LI	drop				screened out
Azure administration experience	drop				screened out
Azure Application Insights	keep	Azure Application Insights	devops		
Azure Azure DevOps	keep	Azure DevOps	devops	Azure Azure DevOps	duplicate-word mining artifact
Azure Certified	drop				screened out
Azure COMPENSATION	drop				screened out
Azure D	drop				screened out
Azure DevOps Exposure	drop				screened out
Azure DevOps Knowledge	drop				screened out
Azure Engineer	drop				screened out
Azure Familiar	drop				screened out
Azure GovCloud	keep	Azure Government	cloud	Azure GovCloud	
Azure Government Azure	keep	Azure Government	cloud	Azure Government Azure	duplicate-word mining artifact, same as Azure GovCloud candidate
Azure IaaS	drop				screened out
Azure Microsoft Fabric	keep	Microsoft Fabric	data	Azure Microsoft Fabric	
Azure Migrate	keep	Azure Migrate	cloud		
Azure Required	drop				screened out
Azure SQL Data	drop				screened out
Azure SQL Experience	drop				screened out
Azure teams	drop				screened out
Azure VMs	keep	Azure Virtual Machines	cloud	Azure VMs	
Azure Web	drop				screened out
AzureAD	keep	Microsoft Entra ID	security	AzureAD	merge: Azure Active Directory was renamed Microsoft Entra ID
Balena	keep	Balena	devops		
Barman	keep	Barman	database		
Base UI	keep	Base UI	framework		
Bash Git	drop				screened out
Bash Linux	drop				screened out
Bash Working	drop				screened out
Basic Java	drop				screened out
BCBS	drop				screened out
Bedrock AI	drop				screened out
Bedrock Familiarity	drop				screened out
Benutzeroberfl	drop				screened out
Bereitschaft	drop				screened out
Berkeley Packet	drop				screened out
Berkeley Packet Filter	keep	eBPF	networking	Berkeley Packet Filter|BPF	merge: eBPF is what ads mean by BPF
BI Desktop	drop				screened out
BI Microsoft Fabric	keep	Microsoft Fabric	data	BI Microsoft Fabric	
Binwalk	keep	Binwalk	security		
BitBucket Azure	drop				screened out
Bitbucket Familiarity	drop				screened out
Bizagi	keep	Bizagi	tool		
BLEU	keep	BLEU	ml		
Blob Storage Experience	drop				screened out
Bonus Qualifications Advanced	drop				screened out
Boot A	drop				screened out
Boot AWS	drop				screened out
Boot Data	drop				screened out
Boot Good	drop				screened out
Bootstrap Strong	drop				screened out
BPA	drop				screened out
Bring 9+	drop				screened out
Bring Basic	drop				screened out
Builder.io	keep	Builder.io	tool		
buildkit	keep	BuildKit	devops		
BullMQ	keep	BullMQ	framework		
C Review	drop				screened out
C# Proficiency	drop				screened out
C# Working	drop				screened out
C+	drop				screened out
C++ 3+	drop				screened out
C++ Comfortable	drop				screened out
C++ Develop	drop				screened out
C++ Expert	drop				screened out
C++ Scripting	drop				screened out
C++ Significant	drop				screened out
Caliptra	keep	Caliptra	security		
Canva Cr	drop				garbled fragment of a Canva product name, unclear which
Catalog Build	drop				screened out
CCIE Security	drop				screened out
CCST	drop				screened out
CD Bonus	drop				screened out
CD Collaborate	drop				screened out
CD Establish	drop				screened out
CD REST	drop				screened out
CD REST APIs	drop				screened out
CDH	keep	Cloudera CDH	data		bare CDH too ambiguous (medical/other meanings), no safe mined form
CDK Understanding	drop				screened out
Celery Experience	drop				screened out
Center Microsoft	drop				screened out
Centrify	keep	Centrify	security		
CEP	drop				generic concept (complex event processing) or ambiguous acronym
Certification CompTIA Network+	drop				screened out
certifications Agile	drop				screened out
certifications Microsoft Azure	drop				screened out
Certified Control	drop				screened out
Certified System Architect	drop				screened out
Certified Systems Engineer	drop				screened out
CFIUS	drop				screened out
cfn	keep	AWS CloudFormation	devops	cfn	
Check Point Juniper	drop				screened out
Chinese Mandarin	drop				screened out
Chocolate	drop				screened out
ChromeOS And	drop				screened out
Chronicle SIEM	keep	Chronicle SIEM	security		
CI Ansible	drop				screened out
CI Ansible Redis	drop				screened out
